subject_ids,num_class,num_votes,agg_num_species,diff_species,choice,votes,propvote,propclass,med_count,min_count,max_count,behavior_CLIMBING,behavior_DIGGING,behavior_FLYING,behavior_FORAGINGEATING,behavior_INTERACTING,behavior_OTHER,behavior_SITTINGSTANDINGLYING,behavior_WALKINGRUNNING
31428290,4,4,1,2,NOTHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428290,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428295,2,2,1,2,CROWORRAVEN,1,0.5,0.5,2,2,2,0,0,0,0,0,0,1,0
31428295,2,2,1,2,TURKEY,1,0.5,0.5,2,2,2,0,0,0,0,0,0,0,1
31428301,7,8,1,4,FOXGRAY,1,0.125,0.14285714285714285,1,1,1,0,0,0,0,1,0,0,1
31428301,7,8,1,4,MOLE,1,0.125,0.14285714285714285,1,1,1,0,0,0,0,0,0,0,1
31428301,7,8,1,4,NOTHINGHERE,1,0.125,0.14285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428301,7,8,1,4,SOMETHINGHERE,5,0.625,0.7142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428310,4,4,1,2,COTTONTAILRABBIT,1,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1
31428310,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428312,7,7,1,2,COTTONTAILRABBIT,3,0.42857142857142855,0.42857142857142855,1,1,1,0,0,0,0,0,0,0,1
31428312,7,7,1,2,SNOWSHOEHARE,4,0.5714285714285714,0.5714285714285714,1,1,1,0,0,0,0,0,0,0.25,1
31428319,5,5,1,2,PORCUPINE,1,0.2,0.2,1,1,1,0,0,0,0,0,0,0,1
31428319,5,5,1,2,SOMETHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428320,2,3,2,2,NOTHINGHERE,1,0.3333333333333333,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428320,2,3,2,2,SOMETHINGHERE,2,0.6666666666666666,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428323,5,5,1,2,SOMETHINGHERE,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428323,5,5,1,2,SQUIRRELGRAY,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1
31428329,5,5,1,2,SOMETHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428329,5,5,1,2,SQUIRRELGRAY,1,0.2,0.2,1,1,1,0,0,0,0,0,0,0,1
31428333,2,2,1,2,NOTHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428333,2,2,1,2,SOMETHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428336,3,3,1,2,NOTHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428336,3,3,1,2,SQUIRRELGRAY,2,0.6666666666666666,0.6666666666666666,1,1,1,0,0,0,0,0,0,0.5,0.5
31428347,2,2,1,2,NOTHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428347,2,2,1,2,SQUIRRELGRAY,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428351,4,4,1,2,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428351,4,4,1,2,SQUIRRELGRAY,3,0.75,0.75,1,1,1,0,0,0,0,0,0,1,0
31428355,3,3,1,3,COTTONTAILRABBIT,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428355,3,3,1,3,NOTHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428355,3,3,1,3,SOMETHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428356,4,5,1,2,NOTHINGHERE,4,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428356,4,5,1,2,SOMETHINGHERE,1,0.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428361,5,6,1,2,TURKEY,5,0.8333333333333334,1,NA,NA,NA,0,0,0,0,0,0,0.25,0.75
31428361,5,6,1,2,VULTURE,1,0.16666666666666666,0.2,1,1,1,0,0,0,0,0,0,0,1
31428365,4,4,1,2,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428365,4,4,1,2,SQUIRRELGRAY,3,0.75,0.75,1,1,1,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666
31428367,4,5,1,2,NOTHINGHERE,4,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428367,4,5,1,2,SOMETHINGHERE,1,0.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428369,4,4,1,4,NOTHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428369,4,4,1,4,OTHERSMALLMAMMAL,1,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1
31428369,4,4,1,4,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428369,4,4,1,4,SQUIRRELGRAY,1,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1
31428373,8,8,1,2,GROUSERUFFED,7,0.875,0.875,1,1,1,0,0,0,0,0,0,0.7142857142857143,0.42857142857142855
31428373,8,8,1,2,OTHERBIRD,1,0.125,0.125,1,1,1,0,0,0,0,0,0,0,1
31428374,5,5,1,3,FISHER,3,0.6,0.6,1,1,1,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0
31428374,5,5,1,3,MINK,1,0.2,0.2,1,1,1,0,0,0,0,0,0,1,0
31428374,5,5,1,3,SOMETHINGHERE,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428382,4,4,1,2,DEERWHITETAILED,1,0.25,0.25,1,1,1,0,0,0,0,0,0,1,0
31428382,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428387,4,4,1,3,DEERWHITETAILED,1,0.25,0.25,1,1,1,0,0,0,1,0,0,1,0
31428387,4,4,1,3,NOTHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428387,4,4,1,3,SOMETHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428390,3,3,1,2,NOTHINGHERE,2,0.6666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428390,3,3,1,2,OTHERSMALLMAMMAL,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428391,5,5,1,2,NOTHINGHERE,3,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428391,5,5,1,2,OTHERSMALLMAMMAL,2,0.4,0.4,NA,NA,NA,0,0,0,0,0,0,0,1
31428393,3,3,1,3,GROUSERUFFED,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428393,3,3,1,3,HUMAN,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428393,3,3,1,3,TURKEY,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428410,8,8,1,2,DEERWHITETAILED,4,0.5,0.5,1,1,1,0,0,0,0.6666666666666666,0,0,0,0.6666666666666666
31428410,8,8,1,2,SOMETHINGHERE,4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428413,3,3,1,2,RACCOON,2,0.6666666666666666,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1
31428413,3,3,1,2,SOMETHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428430,4,4,1,2,FOXRED,1,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1
31428430,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428433,4,4,1,3,DEERWHITETAILED,1,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1
31428433,4,4,1,3,NOTHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428433,4,4,1,3,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428442,7,7,1,5,COYOTE,1,0.14285714285714285,0.14285714285714285,1,1,1,0,0,0,0,0,0,0,1
31428442,7,7,1,5,FOXGRAY,2,0.2857142857142857,0.2857142857142857,1,1,1,0,0,0,0,0,0,0,1
31428442,7,7,1,5,FOXRED,2,0.2857142857142857,0.2857142857142857,1,1,1,0,0,0,0,0,0,0,1
31428442,7,7,1,5,SOMETHINGHERE,1,0.14285714285714285,0.14285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428442,7,7,1,5,WOODCHUCK,1,0.14285714285714285,0.14285714285714285,1,1,1,0,0,0,0,0,0,0,1
31428443,7,7,1,2,AMERICANPINEMARTEN,1,0.14285714285714285,0.14285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428443,7,7,1,2,NOTHINGHERE,6,0.8571428571428571,0.8571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428445,3,3,1,2,GROUSERUFFED,2,0.6666666666666666,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1
31428445,3,3,1,2,OTHERBIRD,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428448,6,6,1,3,COYOTE,1,0.16666666666666666,0.16666666666666666,1,1,1,0,0,0,0,1,0,0,1
31428448,6,6,1,3,DEERWHITETAILED,3,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428448,6,6,1,3,SOMETHINGHERE,2,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428460,6,6,1,3,COYOTE,4,0.6666666666666666,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1
31428460,6,6,1,3,DEERWHITETAILED,1,0.16666666666666666,0.16666666666666666,1,1,1,0,0,0,0,0,0,0,1
31428460,6,6,1,3,SOMETHINGHERE,1,0.16666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428461,4,4,1,2,DEERWHITETAILED,3,0.75,0.75,1,1,1,0,0,0,0,0,0,0,1
31428461,4,4,1,2,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428465,4,4,1,3,DEERWHITETAILED,2,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428465,4,4,1,3,NOTHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428465,4,4,1,3,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428467,3,3,1,2,COYOTE,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428467,3,3,1,2,SOMETHINGHERE,2,0.6666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428468,4,4,1,3,COYOTE,1,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1
31428468,4,4,1,3,DEERWHITETAILED,2,0.5,0.5,1,1,1,0,0,0,0.5,0,0,0,1
31428468,4,4,1,3,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428488,4,4,1,2,DEERWHITETAILED,3,0.75,0.75,1,1,1,0,0,0,1,0,0,0.3333333333333333,0
31428488,4,4,1,2,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428499,4,4,1,2,NOTHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428499,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428513,5,5,1,2,SOMETHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428513,5,5,1,2,WOODCHUCK,1,0.2,0.2,1,1,1,0,0,0,0,0,0,0,1
31428520,4,5,1,3,DEERWHITETAILED,2,0.4,0.5,1,1,1,0,0,0,0,0,0,1,0
31428520,4,5,1,3,NOTHINGHERE,1,0.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428520,4,5,1,3,SOMETHINGHERE,2,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428547,3,3,1,2,SOMETHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428547,3,3,1,2,SQUIRRELGRAY,2,0.6666666666666666,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1
31428552,6,6,1,4,COYOTE,1,0.16666666666666666,0.16666666666666666,1,1,1,0,0,0,0,0,0,1,0
31428552,6,6,1,4,NOTHINGHERE,1,0.16666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428552,6,6,1,4,SOMETHINGHERE,1,0.16666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428552,6,6,1,4,SQUIRRELGRAY,3,0.5,0.5,1,1,1,0,0,0,0,0,0,1,0
31428557,5,6,1,2,DEERWHITETAILED,5,0.8333333333333334,1,1,1,1,0,0,0,0.2,0,0,0,0.8
31428557,5,6,1,2,NOTHINGHERE,1,0.16666666666666666,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428558,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428558,4,4,1,2,SQUIRRELGRAY,1,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1
31428560,3,3,1,2,COYOTE,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428560,3,3,1,2,SQUIRRELGRAY,2,0.6666666666666666,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1
31428562,5,5,1,2,DEERWHITETAILED,2,0.4,0.4,1,1,1,0,0,0,0,0.5,0,1,0
31428562,5,5,1,2,SOMETHINGHERE,3,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428593,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0.5,0,0,0.25,0.75
31428593,5,5,1,2,SOMETHINGHERE,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428601,6,6,1,2,DEERWHITETAILED,5,0.8333333333333334,0.8333333333333334,1,1,1,0,0,0,0.8,0,0,0.2,0.4
31428601,6,6,1,2,MOOSE,1,0.16666666666666666,0.16666666666666666,1,1,1,0,0,0,1,0,0,0,0
31428606,2,2,1,2,NOTHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428606,2,2,1,2,SOMETHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428607,3,3,1,3,DEERWHITETAILED,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,1,0,0
31428607,3,3,1,3,NOTHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428607,3,3,1,3,SOMETHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428616,4,4,1,2,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428616,4,4,1,2,SQUIRRELGRAY,3,0.75,0.75,1,1,1,0,0.6666666666666666,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333
31428618,3,3,1,2,SQUIRRELGRAY,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428618,3,3,1,2,SQUIRRELRED,2,0.6666666666666666,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1
31428622,2,2,1,2,RACCOON,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428622,2,2,1,2,SOMETHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428633,4,4,1,2,FISHER,3,0.75,0.75,1,1,1,0,0,0,0,0,0,0,1
31428633,4,4,1,2,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428635,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0.25,0,0,0,0.75
31428635,5,5,1,2,SOMETHINGHERE,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428643,6,6,1,2,HUMAN,5,0.8333333333333334,0.8333333333333334,NA,NA,NA,0,0,0,0,0.4,0.2,0,0.4
31428643,6,6,1,2,SOMETHINGHERE,1,0.16666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428644,2,2,1,2,DEERWHITETAILED,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428644,2,2,1,2,SOMETHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428646,4,4,1,2,NOTHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428646,4,4,1,2,SOMETHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428652,3,3,1,3,FOXGRAY,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428652,3,3,1,3,FOXRED,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428652,3,3,1,3,SOMETHINGHERE,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428655,3,3,1,3,COYOTE,1,0.3333333333333333,0.3333333333333333,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
31428655,3,3,1,3,FOXGRAY,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428655,3,3,1,3,FOXRED,1,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1
31428656,5,5,1,4,PORCUPINE,1,0.2,0.2,1,1,1,0,0,0,0,0,0,1,0
31428656,5,5,1,4,SOMETHINGHERE,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428656,5,5,1,4,SQUIRRELGRAY,2,0.4,0.4,1,1,1,0.5,0,0,0,0,0,0,0.5
31428656,5,5,1,4,SQUIRRELRED,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428678,4,4,1,2,NOTHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428678,4,4,1,2,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428692,7,7,1,2,AMERICANPINEMARTEN,1,0.14285714285714285,0.14285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428692,7,7,1,2,NOTHINGHERE,6,0.8571428571428571,0.8571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428696,5,5,1,2,NOTHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428696,5,5,1,2,SQUIRRELGRAY,1,0.2,0.2,1,1,1,0,0,0,0,0,0,0,1
31428698,4,5,1,3,GROUSERUFFED,3,0.6,0.75,1,1,1,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666
31428698,4,5,1,3,GROUSESPRUCE,1,0.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428698,4,5,1,3,SOMETHINGHERE,1,0.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428701,6,6,1,2,AMERICANPINEMARTEN,1,0.16666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428701,6,6,1,2,NOTHINGHERE,5,0.8333333333333334,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428703,5,5,1,2,COYOTE,4,0.8,0.8,NA,NA,NA,0,0,0,0,0,0,0,1
31428703,5,5,1,2,FOXRED,1,0.2,0.2,1,1,1,0,0,0,0,0,0,0,1
31428706,5,5,1,4,FISHER,2,0.4,0.4,1,1,1,0,0,0,0,0,0,0.5,0.5
31428706,5,5,1,4,OTHERSMALLMAMMAL,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428706,5,5,1,4,RACCOON,1,0.2,0.2,1,1,1,0,0,0,0,0,0,0,1
31428706,5,5,1,4,SOMETHINGHERE,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428729,2,2,1,2,FOXRED,1,0.5,0.5,1,1,1,0,0,0,1,0,0,0,1
31428729,2,2,1,2,SOMETHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428735,5,6,1,2,DEERWHITETAILED,5,0.8333333333333334,1,1,1,1,0,0,0,0,0,0,0,1
31428735,5,6,1,2,SOMETHINGHERE,1,0.16666666666666666,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428740,5,5,1,2,AMERICANPINEMARTEN,1,0.2,0.2,1,1,1,0,0,0,0,0,0,1,0
31428740,5,5,1,2,FISHER,4,0.8,0.8,1,1,1,0,0,0,0,0.25,0.25,0.5,0
31428766,4,4,1,3,NOTHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428766,4,4,1,3,SOMETHINGHERE,1,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428766,4,4,1,3,SQUIRRELFLYING,1,0.25,0.25,1,1,1,0,0,1,0,0,0,0,0
31428767,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1
31428767,5,5,1,2,SOMETHINGHERE,1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428780,7,7,1,2,DEERWHITETAILED,6,0.8571428571428571,0.8571428571428571,1,1,1,0,0,0,0,0,0,0,1
31428780,7,7,1,2,MOOSE,1,0.14285714285714285,0.14285714285714285,1,1,1,0,0,0,0,0,0,0,1
