ID,Image1,Image2,Image3,!Round,!Batch,#ForestName,!ForestType,#CamNumber,#SDCardNum,#DeploymentDate,#PickUpDate,#CamOrient,!TreeSpecies,#LandType
234,15_14_DEG_000022.JPG,15_14_DEG_000023.JPG,15_14_DEG_000024.JPG,1,1,DEG,Pine ,,,,,,,
248,15_14_DEG_000025.JPG,15_14_DEG_000026.JPG,15_14_DEG_000027.JPG,1,1,DEG,Pine ,,,,,,,
266,15_14_DEG_000028.JPG,15_14_DEG_000029.JPG,15_14_DEG_000030.JPG,1,1,DEG,Pine ,,,,,,,
270,15_14_DEG_000031.JPG,15_14_DEG_000032.JPG,15_14_DEG_000033.JPG,1,1,DEG,Pine ,,,,,,,
292,15_14_DEG_000034.JPG,15_14_DEG_000035.JPG,15_14_DEG_000036.JPG,1,1,DEG,Pine ,,,,,,,
298,15_14_DEG_000037.JPG,15_14_DEG_000038.JPG,15_14_DEG_000039.JPG,1,1,DEG,Pine ,,,,,,,
300,15_14_DEG_000040.JPG,15_14_DEG_000041.JPG,15_14_DEG_000042.JPG,1,1,DEG,Pine ,,,,,,,
301,15_14_DEG_000043.JPG,15_14_DEG_000044.JPG,NA,1,1,DEG,Pine ,,,,,,,
325,15_14_DEG_000046.JPG,15_14_DEG_000047.JPG,15_14_DEG_000048.JPG,1,1,DEG,Pine ,,,,,,,
326,15_14_DEG_000049.JPG,15_14_DEG_000050.JPG,15_14_DEG_000051.JPG,1,1,DEG,Pine ,,,,,,,
327,15_14_DEG_000052.JPG,15_14_DEG_000053.JPG,15_14_DEG_000054.JPG,1,1,DEG,Pine ,,,,,,,
344,15_14_DEG_000055.JPG,15_14_DEG_000056.JPG,15_14_DEG_000057.JPG,1,1,DEG,Pine ,,,,,,,
346,15_14_DEG_000058.JPG,15_14_DEG_000059.JPG,15_14_DEG_000060.JPG,1,1,DEG,Pine ,,,,,,,
347,15_14_DEG_000061.JPG,15_14_DEG_000062.JPG,15_14_DEG_000063.JPG,1,1,DEG,Pine ,,,,,,,
348,15_14_DEG_000064.JPG,15_14_DEG_000065.JPG,15_14_DEG_000066.JPG,1,1,DEG,Pine ,,,,,,,
349,15_14_DEG_000067.JPG,15_14_DEG_000068.JPG,15_14_DEG_000069.JPG,1,1,DEG,Pine ,,,,,,,
352,15_14_DEG_000070.JPG,15_14_DEG_000071.JPG,15_14_DEG_000072.JPG,1,1,DEG,Pine ,,,,,,,
354,15_14_DEG_000073.JPG,15_14_DEG_000074.JPG,15_14_DEG_000075.JPG,1,1,DEG,Pine ,,,,,,,
355,15_14_DEG_000076.JPG,15_14_DEG_000077.JPG,15_14_DEG_000078.JPG,1,1,DEG,Pine ,,,,,,,
357,15_14_DEG_000079.JPG,15_14_DEG_000080.JPG,15_14_DEG_000081.JPG,1,1,DEG,Pine ,,,,,,,
358,15_14_DEG_000082.JPG,15_14_DEG_000083.JPG,15_14_DEG_000084.JPG,1,1,DEG,Pine ,,,,,,,
360,15_14_DEG_000085.JPG,15_14_DEG_000086.JPG,15_14_DEG_000087.JPG,1,1,DEG,Pine ,,,,,,,
364,15_14_DEG_000088.JPG,15_14_DEG_000089.JPG,15_14_DEG_000090.JPG,1,1,DEG,Pine ,,,,,,,
365,15_14_DEG_000091.JPG,15_14_DEG_000092.JPG,15_14_DEG_000093.JPG,1,1,DEG,Pine ,,,,,,,
371,15_14_DEG_000094.JPG,15_14_DEG_000095.JPG,15_14_DEG_000096.JPG,1,1,DEG,Pine ,,,,,,,
391,15_14_DEG_000097.JPG,15_14_DEG_000098.JPG,15_14_DEG_000099.JPG,1,1,DEG,Pine ,,,,,,,
392,15_14_DEG_000100.JPG,15_14_DEG_000101.JPG,15_14_DEG_000102.JPG,1,1,DEG,Pine ,,,,,,,
399,15_14_DEG_000103.JPG,15_14_DEG_000104.JPG,15_14_DEG_000105.JPG,1,1,DEG,Pine ,,,,,,,
411,15_14_DEG_000106.JPG,15_14_DEG_000107.JPG,NA,1,1,DEG,Pine ,,,,,,,
428,15_14_DEG_000109.JPG,15_14_DEG_000110.JPG,15_14_DEG_000111.JPG,1,1,DEG,Pine ,,,,,,,
429,15_14_DEG_000112.JPG,15_14_DEG_000113.JPG,15_14_DEG_000114.JPG,1,1,DEG,Pine ,,,,,,,
442,15_14_DEG_000118.JPG,15_14_DEG_000119.JPG,15_14_DEG_000120.JPG,1,1,DEG,Pine ,,,,,,,
443,15_14_DEG_000121.JPG,15_14_DEG_000122.JPG,15_14_DEG_000123.JPG,1,1,DEG,Pine ,,,,,,,
447,15_14_DEG_000124.JPG,15_14_DEG_000125.JPG,15_14_DEG_000126.JPG,1,1,DEG,Pine ,,,,,,,
450,15_14_DEG_000127.JPG,15_14_DEG_000128.JPG,15_14_DEG_000129.JPG,1,1,DEG,Pine ,,,,,,,
473,15_14_DEG_000130.JPG,15_14_DEG_000131.JPG,15_14_DEG_000132.JPG,1,1,DEG,Pine ,,,,,,,
555,15_14_DEG_000133.JPG,15_14_DEG_000134.JPG,15_14_DEG_000135.JPG,1,1,DEG,Pine ,,,,,,,
610,15_14_DEG_000139.JPG,15_14_DEG_000140.JPG,15_14_DEG_000141.JPG,1,1,DEG,Pine ,,,,,,,
646,15_14_DEG_000142.JPG,15_14_DEG_000143.JPG,15_14_DEG_000144.JPG,1,1,DEG,Pine ,,,,,,,
647,15_14_DEG_000145.JPG,15_14_DEG_000146.JPG,15_14_DEG_000147.JPG,1,1,DEG,Pine ,,,,,,,
701,15_14_DEG_000148.JPG,15_14_DEG_000149.JPG,15_14_DEG_000150.JPG,1,1,DEG,Pine ,,,,,,,
703,15_14_DEG_000151.JPG,15_14_DEG_000152.JPG,15_14_DEG_000153.JPG,1,1,DEG,Pine ,,,,,,,
704,15_14_DEG_000154.JPG,15_14_DEG_000155.JPG,15_14_DEG_000156.JPG,1,1,DEG,Pine ,,,,,,,
746,15_14_DEG_000157.JPG,15_14_DEG_000158.JPG,15_14_DEG_000159.JPG,1,1,DEG,Pine ,,,,,,,
778,15_14_DEG_000160.JPG,15_14_DEG_000161.JPG,15_14_DEG_000162.JPG,1,1,DEG,Pine ,,,,,,,
786,15_14_DEG_000163.JPG,15_14_DEG_000164.JPG,15_14_DEG_000165.JPG,1,1,DEG,Pine ,,,,,,,
787,15_14_DEG_000166.JPG,15_14_DEG_000167.JPG,15_14_DEG_000168.JPG,1,1,DEG,Pine ,,,,,,,
789,15_14_DEG_000169.JPG,15_14_DEG_000170.JPG,15_14_DEG_000171.JPG,1,1,DEG,Pine ,,,,,,,
807,15_14_DEG_000172.JPG,15_14_DEG_000173.JPG,15_14_DEG_000174.JPG,1,1,DEG,Pine ,,,,,,,
808,15_14_DEG_000175.JPG,15_14_DEG_000176.JPG,15_14_DEG_000177.JPG,1,1,DEG,Pine ,,,,,,,
809,15_14_DEG_000178.JPG,15_14_DEG_000179.JPG,15_14_DEG_000180.JPG,1,1,DEG,Pine ,,,,,,,
813,15_14_DEG_000181.JPG,15_14_DEG_000182.JPG,15_14_DEG_000183.JPG,1,1,DEG,Pine ,,,,,,,
816,15_14_DEG_000184.JPG,15_14_DEG_000185.JPG,15_14_DEG_000186.JPG,1,1,DEG,Pine ,,,,,,,
817,15_14_DEG_000187.JPG,15_14_DEG_000188.JPG,15_14_DEG_000189.JPG,1,1,DEG,Pine ,,,,,,,
819,15_14_DEG_000190.JPG,15_14_DEG_000191.JPG,15_14_DEG_000192.JPG,1,1,DEG,Pine ,,,,,,,
820,15_14_DEG_000193.JPG,15_14_DEG_000194.JPG,15_14_DEG_000195.JPG,1,1,DEG,Pine ,,,,,,,
821,15_14_DEG_000196.JPG,15_14_DEG_000197.JPG,15_14_DEG_000198.JPG,1,1,DEG,Pine ,,,,,,,
822,15_14_DEG_000199.JPG,15_14_DEG_000200.JPG,15_14_DEG_000201.JPG,1,1,DEG,Pine ,,,,,,,
823,15_14_DEG_000202.JPG,15_14_DEG_000203.JPG,15_14_DEG_000204.JPG,1,1,DEG,Pine ,,,,,,,
824,15_14_DEG_000205.JPG,15_14_DEG_000206.JPG,15_14_DEG_000207.JPG,1,1,DEG,Pine ,,,,,,,
825,15_14_DEG_000208.JPG,15_14_DEG_000209.JPG,15_14_DEG_000210.JPG,1,1,DEG,Pine ,,,,,,,
826,15_14_DEG_000211.JPG,15_14_DEG_000212.JPG,15_14_DEG_000213.JPG,1,1,DEG,Pine ,,,,,,,
827,15_14_DEG_000214.JPG,15_14_DEG_000215.JPG,15_14_DEG_000216.JPG,1,1,DEG,Pine ,,,,,,,
828,15_14_DEG_000217.JPG,15_14_DEG_000218.JPG,15_14_DEG_000219.JPG,1,1,DEG,Pine ,,,,,,,
829,15_14_DEG_000220.JPG,15_14_DEG_000221.JPG,15_14_DEG_000222.JPG,1,1,DEG,Pine ,,,,,,,
830,15_14_DEG_000223.JPG,15_14_DEG_000224.JPG,15_14_DEG_000225.JPG,1,1,DEG,Pine ,,,,,,,
831,15_14_DEG_000226.JPG,15_14_DEG_000227.JPG,15_14_DEG_000228.JPG,1,1,DEG,Pine ,,,,,,,
835,15_14_DEG_000229.JPG,15_14_DEG_000230.JPG,15_14_DEG_000231.JPG,1,1,DEG,Pine ,,,,,,,
836,15_14_DEG_000232.JPG,15_14_DEG_000233.JPG,15_14_DEG_000234.JPG,1,1,DEG,Pine ,,,,,,,
838,15_14_DEG_000235.JPG,15_14_DEG_000236.JPG,15_14_DEG_000237.JPG,1,1,DEG,Pine ,,,,,,,
839,15_14_DEG_000238.JPG,15_14_DEG_000239.JPG,15_14_DEG_000240.JPG,1,1,DEG,Pine ,,,,,,,
840,15_14_DEG_000241.JPG,15_14_DEG_000242.JPG,15_14_DEG_000243.JPG,1,1,DEG,Pine ,,,,,,,
35,17_24_BC_000001.JPG,17_24_BC_000002.JPG,17_24_BC_000003.JPG,1,1,BC,Deciduous ,,,,,,,
37,17_24_BC_000004.JPG,17_24_BC_000005.JPG,17_24_BC_000006.JPG,1,1,BC,Deciduous ,,,,,,,
38,17_24_BC_000007.JPG,17_24_BC_000008.JPG,17_24_BC_000009.JPG,1,1,BC,Deciduous ,,,,,,,
39,17_24_BC_000010.JPG,17_24_BC_000011.JPG,17_24_BC_000012.JPG,1,1,BC,Deciduous ,,,,,,,
42,17_24_BC_000013.JPG,17_24_BC_000014.JPG,17_24_BC_000015.JPG,1,1,BC,Deciduous ,,,,,,,
43,17_24_BC_000016.JPG,17_24_BC_000017.JPG,17_24_BC_000018.JPG,1,1,BC,Deciduous ,,,,,,,
45,17_24_BC_000019.JPG,17_24_BC_000020.JPG,17_24_BC_000021.JPG,1,1,BC,Deciduous ,,,,,,,
46,17_24_BC_000022.JPG,17_24_BC_000023.JPG,17_24_BC_000024.JPG,1,1,BC,Deciduous ,,,,,,,
50,17_24_BC_000025.JPG,17_24_BC_000026.JPG,17_24_BC_000027.JPG,1,1,BC,Deciduous ,,,,,,,
51,17_24_BC_000028.JPG,17_24_BC_000029.JPG,17_24_BC_000030.JPG,1,1,BC,Deciduous ,,,,,,,
52,17_24_BC_000031.JPG,17_24_BC_000032.JPG,17_24_BC_000033.JPG,1,1,BC,Deciduous ,,,,,,,
53,17_24_BC_000034.JPG,17_24_BC_000035.JPG,17_24_BC_000036.JPG,1,1,BC,Deciduous ,,,,,,,
63,17_24_BC_000037.JPG,17_24_BC_000038.JPG,17_24_BC_000039.JPG,1,1,BC,Deciduous ,,,,,,,
65,17_24_BC_000040.JPG,17_24_BC_000041.JPG,17_24_BC_000042.JPG,1,1,BC,Deciduous ,,,,,,,
66,17_24_BC_000043.JPG,17_24_BC_000044.JPG,17_24_BC_000045.JPG,1,1,BC,Deciduous ,,,,,,,
69,17_24_BC_000046.JPG,17_24_BC_000047.JPG,17_24_BC_000048.JPG,1,1,BC,Deciduous ,,,,,,,
75,17_24_BC_000049.JPG,17_24_BC_000050.JPG,17_24_BC_000051.JPG,1,1,BC,Deciduous ,,,,,,,
76,17_24_BC_000052.JPG,17_24_BC_000053.JPG,17_24_BC_000054.JPG,1,1,BC,Deciduous ,,,,,,,
78,17_24_BC_000055.JPG,17_24_BC_000056.JPG,17_24_BC_000057.JPG,1,1,BC,Deciduous ,,,,,,,
82,17_24_BC_000058.JPG,17_24_BC_000059.JPG,17_24_BC_000060.JPG,1,1,BC,Deciduous ,,,,,,,
83,17_24_BC_000061.JPG,17_24_BC_000062.JPG,17_24_BC_000063.JPG,1,1,BC,Deciduous ,,,,,,,
84,17_24_BC_000064.JPG,17_24_BC_000065.JPG,17_24_BC_000066.JPG,1,1,BC,Deciduous ,,,,,,,
97,17_24_BC_000067.JPG,17_24_BC_000068.JPG,17_24_BC_000069.JPG,1,1,BC,Deciduous ,,,,,,,
108,17_24_BC_000070.JPG,17_24_BC_000071.JPG,17_24_BC_000072.JPG,1,1,BC,Deciduous ,,,,,,,
120,17_24_BC_000073.JPG,17_24_BC_000074.JPG,17_24_BC_000075.JPG,1,1,BC,Deciduous ,,,,,,,
126,17_24_BC_000076.JPG,17_24_BC_000077.JPG,17_24_BC_000078.JPG,1,1,BC,Deciduous ,,,,,,,
127,17_24_BC_000079.JPG,17_24_BC_000080.JPG,17_24_BC_000081.JPG,1,1,BC,Deciduous ,,,,,,,
128,17_24_BC_000082.JPG,17_24_BC_000083.JPG,17_24_BC_000084.JPG,1,1,BC,Deciduous ,,,,,,,
129,17_24_BC_000085.JPG,17_24_BC_000086.JPG,17_24_BC_000087.JPG,1,1,BC,Deciduous ,,,,,,,
159,17_24_BC_000088.JPG,17_24_BC_000089.JPG,17_24_BC_000090.JPG,1,1,BC,Deciduous ,,,,,,,
174,17_24_BC_000091.JPG,17_24_BC_000092.JPG,17_24_BC_000093.JPG,1,1,BC,Deciduous ,,,,,,,
176,17_24_BC_000094.JPG,17_24_BC_000095.JPG,17_24_BC_000096.JPG,1,1,BC,Deciduous ,,,,,,,
177,17_24_BC_000097.JPG,17_24_BC_000098.JPG,17_24_BC_000099.JPG,1,1,BC,Deciduous ,,,,,,,
187,17_24_BC_000100.JPG,17_24_BC_000101.JPG,17_24_BC_000102.JPG,1,1,BC,Deciduous ,,,,,,,
208,17_24_BC_000103.JPG,17_24_BC_000104.JPG,17_24_BC_000105.JPG,1,1,BC,Deciduous ,,,,,,,
211,17_24_BC_000106.JPG,17_24_BC_000107.JPG,17_24_BC_000108.JPG,1,1,BC,Deciduous ,,,,,,,
212,17_24_BC_000109.JPG,17_24_BC_000110.JPG,17_24_BC_000111.JPG,1,1,BC,Deciduous ,,,,,,,
216,17_24_BC_000112.JPG,17_24_BC_000113.JPG,17_24_BC_000114.JPG,1,1,BC,Deciduous ,,,,,,,
217,17_24_BC_000115.JPG,17_24_BC_000116.JPG,17_24_BC_000117.JPG,1,1,BC,Deciduous ,,,,,,,
218,17_24_BC_000118.JPG,17_24_BC_000119.JPG,17_24_BC_000120.JPG,1,1,BC,Deciduous ,,,,,,,
226,17_24_BC_000121.JPG,17_24_BC_000122.JPG,17_24_BC_000123.JPG,1,1,BC,Deciduous ,,,,,,,
229,17_24_BC_000124.JPG,17_24_BC_000125.JPG,17_24_BC_000126.JPG,1,1,BC,Deciduous ,,,,,,,
235,17_24_BC_000127.JPG,17_24_BC_000128.JPG,17_24_BC_000129.JPG,1,1,BC,Deciduous ,,,,,,,
255,17_24_BC_000130.JPG,17_24_BC_000131.JPG,17_24_BC_000132.JPG,1,1,BC,Deciduous ,,,,,,,
256,17_24_BC_000133.JPG,17_24_BC_000134.JPG,17_24_BC_000135.JPG,1,1,BC,Deciduous ,,,,,,,
262,17_24_BC_000136.JPG,17_24_BC_000137.JPG,17_24_BC_000138.JPG,1,1,BC,Deciduous ,,,,,,,
293,17_24_BC_000139.JPG,17_24_BC_000140.JPG,17_24_BC_000141.JPG,1,1,BC,Deciduous ,,,,,,,
294,17_24_BC_000142.JPG,17_24_BC_000143.JPG,17_24_BC_000144.JPG,1,1,BC,Deciduous ,,,,,,,
295,17_24_BC_000145.JPG,17_24_BC_000146.JPG,17_24_BC_000147.JPG,1,1,BC,Deciduous ,,,,,,,
307,17_24_BC_000148.JPG,17_24_BC_000149.JPG,17_24_BC_000150.JPG,1,1,BC,Deciduous ,,,,,,,
308,17_24_BC_000151.JPG,17_24_BC_000152.JPG,17_24_BC_000153.JPG,1,1,BC,Deciduous ,,,,,,,
309,17_24_BC_000154.JPG,17_24_BC_000155.JPG,17_24_BC_000156.JPG,1,1,BC,Deciduous ,,,,,,,
324,17_24_BC_000157.JPG,17_24_BC_000158.JPG,17_24_BC_000159.JPG,1,1,BC,Deciduous ,,,,,,,
387,17_24_BC_000160.JPG,17_24_BC_000161.JPG,17_24_BC_000162.JPG,1,1,BC,Deciduous ,,,,,,,
388,17_24_BC_000163.JPG,17_24_BC_000164.JPG,17_24_BC_000165.JPG,1,1,BC,Deciduous ,,,,,,,
404,17_24_BC_000166.JPG,17_24_BC_000167.JPG,17_24_BC_000168.JPG,1,1,BC,Deciduous ,,,,,,,
405,17_24_BC_000169.JPG,17_24_BC_000170.JPG,17_24_BC_000171.JPG,1,1,BC,Deciduous ,,,,,,,
406,17_24_BC_000172.JPG,17_24_BC_000173.JPG,17_24_BC_000174.JPG,1,1,BC,Deciduous ,,,,,,,
427,17_24_BC_000175.JPG,17_24_BC_000176.JPG,17_24_BC_000177.JPG,1,1,BC,Deciduous ,,,,,,,
432,17_24_BC_000178.JPG,17_24_BC_000179.JPG,17_24_BC_000180.JPG,1,1,BC,Deciduous ,,,,,,,
444,17_24_BC_000181.JPG,17_24_BC_000182.JPG,17_24_BC_000183.JPG,1,1,BC,Deciduous ,,,,,,,
449,17_24_BC_000184.JPG,17_24_BC_000185.JPG,17_24_BC_000186.JPG,1,1,BC,Deciduous ,,,,,,,
472,17_24_BC_000187.JPG,17_24_BC_000188.JPG,17_24_BC_000189.JPG,1,1,BC,Deciduous ,,,,,,,
483,17_24_BC_000190.JPG,17_24_BC_000191.JPG,17_24_BC_000192.JPG,1,1,BC,Deciduous ,,,,,,,
492,17_24_BC_000193.JPG,17_24_BC_000194.JPG,17_24_BC_000195.JPG,1,1,BC,Deciduous ,,,,,,,
493,17_24_BC_000196.JPG,17_24_BC_000197.JPG,17_24_BC_000198.JPG,1,1,BC,Deciduous ,,,,,,,
517,17_24_BC_000199.JPG,17_24_BC_000200.JPG,17_24_BC_000201.JPG,1,1,BC,Deciduous ,,,,,,,
518,17_24_BC_000202.JPG,17_24_BC_000203.JPG,17_24_BC_000204.JPG,1,1,BC,Deciduous ,,,,,,,
519,17_24_BC_000205.JPG,17_24_BC_000206.JPG,17_24_BC_000207.JPG,1,1,BC,Deciduous ,,,,,,,
527,17_24_BC_000208.JPG,17_24_BC_000209.JPG,17_24_BC_000210.JPG,1,1,BC,Deciduous ,,,,,,,
533,17_24_BC_000211.JPG,17_24_BC_000212.JPG,17_24_BC_000213.JPG,1,1,BC,Deciduous ,,,,,,,
537,17_24_BC_000214.JPG,17_24_BC_000215.JPG,17_24_BC_000216.JPG,1,1,BC,Deciduous ,,,,,,,
552,17_24_BC_000217.JPG,17_24_BC_000218.JPG,17_24_BC_000219.JPG,1,1,BC,Deciduous ,,,,,,,
553,17_24_BC_000220.JPG,17_24_BC_000221.JPG,17_24_BC_000222.JPG,1,1,BC,Deciduous ,,,,,,,
556,17_24_BC_000223.JPG,17_24_BC_000224.JPG,17_24_BC_000225.JPG,1,1,BC,Deciduous ,,,,,,,
565,17_24_BC_000226.JPG,17_24_BC_000227.JPG,17_24_BC_000228.JPG,1,1,BC,Deciduous ,,,,,,,
566,17_24_BC_000229.JPG,17_24_BC_000230.JPG,17_24_BC_000231.JPG,1,1,BC,Deciduous ,,,,,,,
567,17_24_BC_000232.JPG,17_24_BC_000233.JPG,17_24_BC_000234.JPG,1,1,BC,Deciduous ,,,,,,,
641,17_24_BC_000235.JPG,17_24_BC_000236.JPG,17_24_BC_000237.JPG,1,1,BC,Deciduous ,,,,,,,
656,17_24_BC_000238.JPG,17_24_BC_000239.JPG,17_24_BC_000240.JPG,1,1,BC,Deciduous ,,,,,,,
685,17_24_BC_000241.JPG,17_24_BC_000242.JPG,17_24_BC_000243.JPG,1,1,BC,Deciduous ,,,,,,,
775,17_24_BC_000244.JPG,17_24_BC_000245.JPG,17_24_BC_000246.JPG,1,1,BC,Deciduous ,,,,,,,
832,17_24_BC_000247.JPG,17_24_BC_000248.JPG,17_24_BC_000249.JPG,1,1,BC,Deciduous ,,,,,,,
886,17_24_BC_000250.JPG,17_24_BC_000251.JPG,17_24_BC_000252.JPG,1,1,BC,Deciduous ,,,,,,,
887,17_24_BC_000253.JPG,17_24_BC_000254.JPG,17_24_BC_000255.JPG,1,1,BC,Deciduous ,,,,,,,
888,17_24_BC_000256.JPG,17_24_BC_000257.JPG,17_24_BC_000258.JPG,1,1,BC,Deciduous ,,,,,,,
889,17_24_BC_000259.JPG,17_24_BC_000260.JPG,17_24_BC_000261.JPG,1,1,BC,Deciduous ,,,,,,,
890,17_24_BC_000262.JPG,17_24_BC_000263.JPG,17_24_BC_000264.JPG,1,1,BC,Deciduous ,,,,,,,
891,17_24_BC_000265.JPG,17_24_BC_000266.JPG,17_24_BC_000267.JPG,1,1,BC,Deciduous ,,,,,,,
893,17_24_BC_000268.JPG,17_24_BC_000269.JPG,17_24_BC_000270.JPG,1,1,BC,Deciduous ,,,,,,,
926,17_24_BC_000271.JPG,17_24_BC_000272.JPG,17_24_BC_000273.JPG,1,1,BC,Deciduous ,,,,,,,
223,18_16_WHIP_000001.JPG,18_16_WHIP_000002.JPG,18_16_WHIP_000003.JPG,1,1,WHIP,Pine ,,,,,,,
265,18_16_WHIP_000004.JPG,18_16_WHIP_000005.JPG,18_16_WHIP_000006.JPG,1,1,WHIP,Pine ,,,,,,,
277,18_16_WHIP_000007.JPG,18_16_WHIP_000008.JPG,18_16_WHIP_000009.JPG,1,1,WHIP,Pine ,,,,,,,
279,18_16_WHIP_000010.JPG,18_16_WHIP_000011.JPG,18_16_WHIP_000012.JPG,1,1,WHIP,Pine ,,,,,,,
280,18_16_WHIP_000013.JPG,18_16_WHIP_000014.JPG,18_16_WHIP_000015.JPG,1,1,WHIP,Pine ,,,,,,,
369,18_16_WHIP_000016.JPG,18_16_WHIP_000017.JPG,18_16_WHIP_000018.JPG,1,1,WHIP,Pine ,,,,,,,
370,18_16_WHIP_000019.JPG,18_16_WHIP_000020.JPG,18_16_WHIP_000021.JPG,1,1,WHIP,Pine ,,,,,,,
408,18_16_WHIP_000022.JPG,18_16_WHIP_000023.JPG,18_16_WHIP_000024.JPG,1,1,WHIP,Pine ,,,,,,,
434,18_16_WHIP_000025.JPG,18_16_WHIP_000026.JPG,18_16_WHIP_000027.JPG,1,1,WHIP,Pine ,,,,,,,
451,18_16_WHIP_000028.JPG,18_16_WHIP_000029.JPG,18_16_WHIP_000030.JPG,1,1,WHIP,Pine ,,,,,,,
459,18_16_WHIP_000031.JPG,18_16_WHIP_000032.JPG,18_16_WHIP_000033.JPG,1,1,WHIP,Pine ,,,,,,,
460,18_16_WHIP_000034.JPG,18_16_WHIP_000035.JPG,18_16_WHIP_000036.JPG,1,1,WHIP,Pine ,,,,,,,
